Date,Username,Feature,Sessions,Time spent,Average time spent
11/12/2018,eberry,Saga Creation,3,30,10
11/12/2018,ofrye,Automation,14,16,1.142857143
11/12/2018,afuentes,Roadmap,3,55,18.33333333
11/12/2018,evega,Reporting,4,31,7.75
11/12/2018,nlane,Task Creation,14,28,2
12/12/2018,alara,Automation,13,13,1
12/12/2018,nclarke,Task Creation,15,22,1.466666667
12/12/2018,chenson,Roadmap,3,50,16.66666667
12/12/2018,bwise,Account Managment,6,7,1.166666667
13/12/2018,ncooke,Saga Creation,7,25,3.571428571
13/12/2018,chodge,Reporting,3,25,8.333333333
13/12/2018,acombs,Account Managment,6,14,2.333333333
13/12/2018,qwyatt,Task Creation,15,20,1.333333333
13/12/2018,bparker,Roadmap,7,44,6.285714286
14/12/2018,jhansen,Saga Creation,3,32,10.66666667
14/12/2018,zhodges,Reporting,6,31,5.166666667
14/12/2018,nblair,Account Managment,7,17,2.428571429
14/12/2018,twright,Roadmap,4,57,14.25
15/12/2018,jnicholson,Roadmap,5,40,8
15/12/2018,ahernandez,Account Managment,4,22,5.5
15/12/2018,kashley,Reporting,4,28,7
15/12/2018,ehodges,Saga Creation,7,22,3.142857143
15/12/2018,aortega,Automation,15,15,1
16/12/2018,shartman,Account Managment,4,12,3
16/12/2018,mbarron,Saga Creation,3,17,5.666666667
16/12/2018,hjames,Reporting,3,20,6.666666667
16/12/2018,mmayer,Roadmap,6,42,7
16/12/2018,dbell,Automation,16,17,1.0625
16/12/2018,kcarr,Task Creation,15,27,1.8
17/12/2018,sfox,Roadmap,7,43,6.142857143
17/12/2018,rherman,Automation,13,7,0.538461539
17/12/2018,gcarroll,Task Creation,16,23,1.4375
17/12/2018,shardin,Reporting,7,19,2.714285714
17/12/2018,ahanna,Saga Creation,3,15,5
18/12/2018,mbarron,Automation,15,3,0.2
18/12/2018,mstephens,Saga Creation,7,23,3.285714286
18/12/2018,shumphrey,Task Creation,15,17,1.133333333
18/12/2018,hjames,Reporting,4,30,7.5
18/12/2018,agardner,Account Managment,4,18,4.5
19/12/2018,bcastaneda,Account Managment,7,10,1.428571429
19/12/2018,cdudley,Roadmap,4,60,15
19/12/2018,acox,Saga Creation,5,18,3.6
19/12/2018,eberry,Reporting,7,22,3.142857143
20/12/2018,kalvarado,Task Creation,15,17,1.133333333
20/12/2018,ahanna,Roadmap,5,50,10
20/12/2018,ggiles,Account Managment,7,6,0.857142857
20/12/2018,bedwards,Saga Creation,4,32,8
20/12/2018,qwyatt,Reporting,5,31,6.2
20/12/2018,yfriedman,Automation,13,20,1.538461538
21/12/2018,atucker,Account Managment,4,18,4.5
21/12/2018,dbell,Reporting,3,20,6.666666667
21/12/2018,jhansen,Saga Creation,4,31,7.75
21/12/2018,shumphrey,Roadmap,4,56,14
21/12/2018,nblair,Automation,16,6,0.375
21/12/2018,trusso,Task Creation,15,12,0.8
22/12/2018,jbeasley,Automation,16,9,0.5625
22/12/2018,alara,Account Managment,7,19,2.714285714
22/12/2018,chodge,Saga Creation,6,32,5.333333333
22/12/2018,bwise,Task Creation,14,27,1.928571429
22/12/2018,ehodges,Roadmap,6,44,7.333333333
23/12/2018,kflowers,Reporting,4,22,5.5
23/12/2018,mkelley,Roadmap,6,45,7.5
23/12/2018,awoodward,Saga Creation,3,26,8.666666667
24/12/2018,hjames,Account Managment,4,6,1.5
24/12/2018,shardin,Saga Creation,4,24,6
24/12/2018,dbriggs,Roadmap,7,43,6.142857143
24/12/2018,sfox,Task Creation,14,15,1.071428571
24/12/2018,bparker,Automation,15,12,0.8
24/12/2018,ewaller,Reporting,6,18,3
25/12/2018,alara,Account Managment,6,25,4.166666667
25/12/2018,ggiles,Reporting,4,31,7.75
25/12/2018,alara,Roadmap,6,45,7.5
25/12/2018,alara,Automation,13,20,1.538461538
26/12/2018,kvilla,Task Creation,14,27,1.928571429
26/12/2018,dbenton,Reporting,4,19,4.75
26/12/2018,shartman,Account Managment,7,24,3.428571429
26/12/2018,ehodges,Saga Creation,7,16,2.285714286
26/12/2018,edillon,Roadmap,7,56,8
26/12/2018,oherman,Automation,14,7,0.5
27/12/2018,shardin,Roadmap,4,48,12
27/12/2018,atucker,Automation,16,10,0.625
27/12/2018,cpetersen,Task Creation,13,20,1.538461538
27/12/2018,kkane,Saga Creation,4,26,6.5
27/12/2018,acox,Account Managment,5,10,2
28/12/2018,slarson,Reporting,3,29,9.666666667
28/12/2018,qwyatt,Saga Creation,5,33,6.6
28/12/2018,zhodges,Account Managment,7,25,3.571428571
28/12/2018,dbell,Roadmap,6,48,8
29/12/2018,edillon,Saga Creation,6,16,2.666666667
29/12/2018,kflowers,Task Creation,14,23,1.642857143
29/12/2018,trusso,Account Managment,4,10,2.5
29/12/2018,kashley,Automation,14,8,0.571428571
29/12/2018,akeller,Roadmap,6,47,7.833333333
29/12/2018,kflowers,Reporting,6,21,3.5
30/12/2018,jgreen,Automation,16,9,0.5625
30/12/2018,jgreen,Account Managment,6,9,1.5
30/12/2018,aortega,Task Creation,14,29,2.071428571
30/12/2018,jnicholson,Roadmap,7,60,8.571428571
30/12/2018,agardner,Saga Creation,6,26,4.333333333
31/12/2018,bwise,Task Creation,15,17,1.133333333
31/12/2018,ewaller,Roadmap,4,54,13.5
31/12/2018,bhensley,Reporting,7,35,5
31/12/2018,jhansen,Automation,17,13,0.764705882
31/12/2018,greilly,Account Managment,7,16,2.285714286
01/01/2019,nphillips,Saga Creation,15,17,1.133333333
01/01/2019,mforbes,Task Creation,14,18,1.285714286
01/01/2019,ahanna,Automation,17,11,0.647058824
01/01/2019,agardner,Account Managment,14,17,1.214285714
01/01/2019,ablackwell,Reporting,17,24,1.411764706
01/01/2019,nlane,Roadmap,13,42,3.230769231
02/01/2019,gcarroll,Account Managment,16,23,1.4375
02/01/2019,tosborne,Saga Creation,17,33,1.941176471
02/01/2019,mbarron,Roadmap,15,47,3.133333333
02/01/2019,slarson,Task Creation,17,27,1.588235294
02/01/2019,shumphrey,Reporting,15,31,2.066666667
03/01/2019,aortega,Saga Creation,14,27,1.928571429
03/01/2019,dhays,Roadmap,15,53,3.533333333
03/01/2019,yfriedman,Task Creation,14,10,0.714285714
03/01/2019,bedwards,Account Managment,17,7,0.411764706
03/01/2019,dbriggs,Automation,16,11,0.6875
03/01/2019,shorne,Reporting,15,27,1.8
04/01/2019,sferguson,Reporting,14,26,1.857142857
04/01/2019,sferguson,Account Managment,17,15,0.882352941
04/01/2019,skelly,Saga Creation,13,22,1.692307692
04/01/2019,rherman,Automation,17,17,1
05/01/2019,akeller,Task Creation,13,23,1.769230769
05/01/2019,tduffy,Automation,17,6,0.352941177
05/01/2019,ewaller,Roadmap,17,48,2.823529412
05/01/2019,prubio,Saga Creation,14,17,1.214285714
06/01/2019,afuentes,Account Managment,17,13,0.764705882
06/01/2019,acox,Roadmap,15,53,3.533333333
06/01/2019,gcarroll,Automation,15,16,1.066666667
06/01/2019,sshepard,Reporting,16,16,1
07/01/2019,nclarke,Saga Creation,17,30,1.764705882
07/01/2019,lwheeler,Automation,17,16,0.941176471
07/01/2019,dbenton,Task Creation,15,16,1.066666667
07/01/2019,jgreen,Reporting,14,26,1.857142857
08/01/2019,shorne,Roadmap,14,41,2.928571429
08/01/2019,atucker,Account Managment,16,22,1.375
08/01/2019,swise,Saga Creation,15,27,1.8
08/01/2019,evilla,Reporting,15,15,1
09/01/2019,kalvarado,Automation,17,5,0.294117647
09/01/2019,amurphy,Roadmap,13,45,3.461538462
09/01/2019,edillon,Account Managment,16,10,0.625
09/01/2019,eberry,Reporting,14,18,1.285714286
10/01/2019,ecampos,Task Creation,13,24,1.846153846
10/01/2019,mstephens,Reporting,17,26,1.529411765
10/01/2019,cvillarreal,Saga Creation,14,25,1.785714286
10/01/2019,ecoleman,Account Managment,15,23,1.533333333
10/01/2019,jnicholson,Roadmap,16,49,3.0625
10/01/2019,ehodges,Automation,14,9,0.642857143
11/01/2019,rcalhoun,Saga Creation,17,15,0.882352941
11/01/2019,tduffy,Account Managment,14,18,1.285714286
11/01/2019,evega,Roadmap,13,47,3.615384615
11/01/2019,chenson,Automation,16,17,1.0625
11/01/2019,evega,Reporting,14,24,1.714285714
11/01/2019,aosborn,Task Creation,15,23,1.533333333
12/01/2019,dbriggs,Account Managment,15,5,0.333333333
12/01/2019,ecoleman,Automation,16,1,0.0625
12/01/2019,chodge,Roadmap,14,58,4.142857143
12/01/2019,rrobles,Task Creation,15,21,1.4
12/01/2019,nlane,Reporting,14,23,1.642857143
13/01/2019,bcastaneda,Roadmap,13,57,4.384615385
13/01/2019,evega,Task Creation,17,11,0.647058824
13/01/2019,kflowers,Account Managment,16,25,1.5625
14/01/2019,ewaller,Automation,17,9,0.529411765
14/01/2019,swise,Roadmap,16,51,3.1875
14/01/2019,dbell,Reporting,14,31,2.214285714
14/01/2019,aosborn,Task Creation,14,15,1.071428571
14/01/2019,slarson,Saga Creation,14,30,2.142857143
14/01/2019,oherman,Account Managment,16,14,0.875
15/01/2019,amurphy,Saga Creation,15,27,1.8
15/01/2019,kflowers,Automation,17,6,0.352941177
15/01/2019,mgonzalez,Task Creation,17,30,1.764705882
15/01/2019,hjames,Account Managment,14,11,0.785714286
16/01/2019,sferguson,Automation,13,18,1.384615385
16/01/2019,bwise,Roadmap,15,60,4
16/01/2019,mmayer,Saga Creation,16,15,0.9375
16/01/2019,ecoleman,Reporting,16,27,1.6875
16/01/2019,ofrye,Task Creation,16,13,0.8125
17/01/2019,skelly,Saga Creation,17,21,1.235294118
17/01/2019,shumphrey,Automation,17,19,1.117647059
17/01/2019,kvilla,Account Managment,14,25,1.785714286
17/01/2019,zhodges,Roadmap,15,47,3.133333333
17/01/2019,rherman,Reporting,15,35,2.333333333
18/01/2019,ecampos,Roadmap,16,56,3.5
18/01/2019,ecoleman,Saga Creation,14,35,2.5
18/01/2019,mkelley,Reporting,15,35,2.333333333
18/01/2019,awoodward,Task Creation,17,30,1.764705882
18/01/2019,nphillips,Account Managment,13,11,0.846153846
19/01/2019,jbeasley,Roadmap,17,57,3.352941176
19/01/2019,nclarke,Reporting,13,15,1.153846154
19/01/2019,wharvey,Account Managment,13,19,1.461538462
19/01/2019,nblair,Task Creation,15,10,0.666666667
19/01/2019,ehodges,Saga Creation,15,35,2.333333333
20/01/2019,shumphrey,Account Managment,16,23,1.4375
20/01/2019,prubio,Saga Creation,16,15,0.9375
20/01/2019,chenson,Task Creation,13,19,1.461538462
20/01/2019,jbarajas,Reporting,17,26,1.529411765
20/01/2019,jhuang,Automation,16,15,0.9375
21/01/2019,sfox,Roadmap,13,54,4.153846154
21/01/2019,sshepard,Automation,17,16,0.941176471
21/01/2019,ipierce,Saga Creation,14,19,1.357142857
21/01/2019,kcarr,Account Managment,15,15,1
21/01/2019,lbuck,Task Creation,16,10,0.625
22/01/2019,agardner,Task Creation,16,23,1.4375
22/01/2019,nclarke,Saga Creation,17,16,0.941176471
22/01/2019,nlane,Automation,17,19,1.117647059
22/01/2019,fsexton,Reporting,13,33,2.538461538
22/01/2019,amurphy,Roadmap,16,45,2.8125
22/01/2019,soneill,Account Managment,13,10,0.769230769
23/01/2019,ehodges,Account Managment,17,19,1.117647059
23/01/2019,wharvey,Saga Creation,13,27,2.076923077
23/01/2019,bedwards,Reporting,13,22,1.692307692
23/01/2019,kwalter,Automation,16,16,1
23/01/2019,nphillips,Task Creation,17,13,0.764705882
23/01/2019,zhodges,Roadmap,14,51,3.642857143
24/01/2019,mmayer,Task Creation,13,25,1.923076923
24/01/2019,ggiles,Account Managment,15,13,0.866666667
24/01/2019,alara,Saga Creation,17,28,1.647058824
24/01/2019,wharvey,Automation,15,9,0.6
24/01/2019,mbarron,Reporting,14,22,1.571428571
24/01/2019,jhansen,Roadmap,16,59,3.6875
25/01/2019,fsexton,Account Managment,13,17,1.307692308
25/01/2019,evilla,Task Creation,17,23,1.352941176
25/01/2019,dbenton,Automation,17,15,0.882352941
25/01/2019,acombs,Roadmap,17,49,2.882352941
25/01/2019,ofrye,Reporting,16,34,2.125
25/01/2019,sferguson,Saga Creation,17,28,1.647058824
26/01/2019,edillon,Automation,14,15,1.071428571
26/01/2019,shorne,Roadmap,17,56,3.294117647
26/01/2019,kdurham,Task Creation,15,28,1.866666667
26/01/2019,sshepard,Saga Creation,15,15,1
26/01/2019,twright,Account Managment,17,15,0.882352941
27/01/2019,prubio,Saga Creation,16,33,2.0625
27/01/2019,edillon,Automation,17,11,0.647058824
27/01/2019,edillon,Reporting,13,24,1.846153846
27/01/2019,ecampos,Account Managment,13,21,1.615384615
27/01/2019,atucker,Roadmap,14,45,3.214285714
27/01/2019,shorne,Task Creation,17,15,0.882352941
28/01/2019,shardin,Reporting,17,22,1.294117647
28/01/2019,lwheeler,Account Managment,15,17,1.133333333
28/01/2019,skelly,Roadmap,16,44,2.75
28/01/2019,yfriedman,Task Creation,13,24,1.846153846
28/01/2019,ehodges,Automation,13,19,1.461538462
28/01/2019,afuentes,Saga Creation,16,19,1.1875
29/01/2019,shorne,Reporting,17,35,2.058823529
29/01/2019,shardin,Account Managment,13,13,1
29/01/2019,agardner,Task Creation,16,27,1.6875
29/01/2019,agardner,Roadmap,16,52,3.25
29/01/2019,ahernandez,Saga Creation,16,33,2.0625
29/01/2019,mstephens,Automation,17,2,0.117647059
30/01/2019,fsexton,Saga Creation,15,34,2.266666667
30/01/2019,afuentes,Task Creation,15,12,0.8
30/01/2019,edillon,Automation,15,0,0
30/01/2019,zmack,Account Managment,16,17,1.0625
30/01/2019,kcarr,Roadmap,13,52,4
30/01/2019,ahernandez,Reporting,15,31,2.066666667
31/01/2019,tduffy,Saga Creation,14,32,2.285714286
31/01/2019,jgreen,Account Managment,17,17,1
31/01/2019,skelly,Reporting,15,32,2.133333333
31/01/2019,gcarroll,Roadmap,15,52,3.466666667
31/01/2019,nblair,Automation,16,9,0.5625
01/02/2019,bhensley,Account Managment,15,7,0.466666667
01/02/2019,chenson,Task Creation,15,20,1.333333333
01/02/2019,bedwards,Saga Creation,17,30,1.764705882
01/02/2019,sfox,Roadmap,16,55,3.4375
01/02/2019,prubio,Reporting,13,28,2.153846154
01/02/2019,sfox,Automation,14,13,0.928571429
02/02/2019,kdurham,Roadmap,17,54,3.176470588
02/02/2019,bcastaneda,Saga Creation,13,20,1.538461538
02/02/2019,ncooke,Task Creation,13,25,1.923076923
02/02/2019,acombs,Reporting,17,26,1.529411765
02/02/2019,chenson,Account Managment,17,18,1.058823529
02/02/2019,ncooke,Automation,17,5,0.294117647
03/02/2019,mstephens,Roadmap,17,48,2.823529412
03/02/2019,prubio,Automation,17,3,0.176470588
03/02/2019,kalvarado,Account Managment,14,11,0.785714286
03/02/2019,kcarr,Saga Creation,13,35,2.692307692
04/02/2019,shorne,Task Creation,14,16,1.142857143
04/02/2019,rcalhoun,Roadmap,16,60,3.75
04/02/2019,bwise,Automation,15,20,1.333333333
04/02/2019,ehodges,Account Managment,16,7,0.4375
05/02/2019,kwalter,Task Creation,16,24,1.5
05/02/2019,bhensley,Roadmap,15,47,3.133333333
05/02/2019,ablackwell,Automation,17,15,0.882352941
05/02/2019,bwise,Reporting,15,33,2.2
05/02/2019,bhensley,Saga Creation,16,20,1.25
05/02/2019,eberry,Account Managment,14,9,0.642857143
06/02/2019,slarson,Reporting,14,24,1.714285714
06/02/2019,tduffy,Saga Creation,17,31,1.823529412
06/02/2019,lbuck,Account Managment,14,8,0.571428571
06/02/2019,zhodges,Automation,14,12,0.857142857
06/02/2019,bwise,Roadmap,13,45,3.461538462
06/02/2019,acox,Task Creation,13,27,2.076923077
07/02/2019,jnicholson,Reporting,13,15,1.153846154
07/02/2019,slarson,Task Creation,14,25,1.785714286
07/02/2019,ahanna,Account Managment,14,19,1.357142857
07/02/2019,bedwards,Automation,16,12,0.75
07/02/2019,lbuck,Roadmap,15,49,3.266666667
08/02/2019,kcarr,Task Creation,16,26,1.625
08/02/2019,awoodward,Automation,15,12,0.8
08/02/2019,mkelley,Reporting,15,25,1.666666667
08/02/2019,ablackwell,Account Managment,15,5,0.333333333
08/02/2019,ipierce,Roadmap,13,57,4.384615385
09/02/2019,aosborn,Reporting,13,31,2.384615385
09/02/2019,ecoleman,Task Creation,14,13,0.928571429
09/02/2019,jbarajas,Automation,14,10,0.714285714
09/02/2019,alara,Roadmap,17,44,2.588235294
10/02/2019,tosborne,Account Managment,15,5,0.333333333
10/02/2019,amcintyre,Automation,17,20,1.176470588
10/02/2019,kcarr,Task Creation,15,21,1.4
10/02/2019,ehodges,Saga Creation,17,24,1.411764706
11/02/2019,alara,Automation,16,8,0.5
11/02/2019,oherman,Reporting,14,34,2.428571429
11/02/2019,rherman,Saga Creation,15,15,1
11/02/2019,ecampos,Account Managment,14,13,0.928571429
11/02/2019,edillon,Roadmap,13,58,4.461538462
11/02/2019,jnicholson,Task Creation,15,28,1.866666667
12/02/2019,mmayer,Account Managment,16,23,1.4375
12/02/2019,jhansen,Task Creation,13,20,1.538461538
12/02/2019,afuentes,Automation,15,17,1.133333333
12/02/2019,evilla,Roadmap,16,52,3.25
12/02/2019,afuentes,Reporting,16,31,1.9375
12/02/2019,ncooke,Saga Creation,16,20,1.25
13/02/2019,ofrye,Roadmap,16,50,3.125
13/02/2019,alara,Automation,16,1,0.0625
13/02/2019,slarson,Saga Creation,17,15,0.882352941
13/02/2019,oherman,Account Managment,16,15,0.9375
13/02/2019,trusso,Reporting,14,31,2.214285714
13/02/2019,jbarajas,Task Creation,13,30,2.307692308
14/02/2019,greilly,Account Managment,16,19,1.1875
14/02/2019,fsexton,Automation,13,2,0.153846154
14/02/2019,tduffy,Roadmap,16,54,3.375
14/02/2019,bparker,Task Creation,17,19,1.117647059
14/02/2019,mkelley,Reporting,16,19,1.1875
14/02/2019,cdudley,Saga Creation,15,16,1.066666667
15/02/2019,rcalhoun,Automation,14,12,0.857142857
15/02/2019,tosborne,Saga Creation,14,29,2.071428571
15/02/2019,acombs,Task Creation,17,22,1.294117647
15/02/2019,bwise,Roadmap,15,57,3.8
16/02/2019,acox,Roadmap,14,42,3
16/02/2019,akeller,Saga Creation,14,22,1.571428571
16/02/2019,mforbes,Automation,14,11,0.785714286
16/02/2019,kashley,Account Managment,17,20,1.176470588
16/02/2019,twright,Reporting,14,33,2.357142857
16/02/2019,mgonzalez,Task Creation,14,28,2
17/02/2019,qwyatt,Reporting,17,28,1.647058824
17/02/2019,chodge,Task Creation,17,24,1.411764706
17/02/2019,ofrye,Roadmap,15,43,2.866666667
17/02/2019,cstuart,Account Managment,16,16,1
17/02/2019,amurphy,Saga Creation,14,22,1.571428571
17/02/2019,slarson,Automation,17,2,0.117647059
18/02/2019,evilla,Account Managment,17,15,0.882352941
18/02/2019,shardin,Task Creation,17,30,1.764705882
18/02/2019,shardin,Saga Creation,13,35,2.692307692
19/02/2019,chenson,Automation,16,3,0.1875
19/02/2019,gcarroll,Reporting,15,15,1
19/02/2019,kalvarado,Task Creation,14,14,1
19/02/2019,tduffy,Saga Creation,13,35,2.692307692
19/02/2019,amcintyre,Account Managment,14,18,1.285714286
20/02/2019,ofrye,Account Managment,15,24,1.6
20/02/2019,eberry,Roadmap,16,40,2.5
20/02/2019,shartman,Task Creation,16,28,1.75
20/02/2019,shumphrey,Automation,14,19,1.357142857
20/02/2019,sferguson,Saga Creation,15,22,1.466666667
21/02/2019,twright,Automation,15,0,0
21/02/2019,sshepard,Account Managment,13,20,1.538461538
21/02/2019,lbuck,Reporting,17,28,1.647058824
21/02/2019,chenson,Task Creation,16,16,1
21/02/2019,chenson,Roadmap,16,54,3.375
21/02/2019,lwheeler,Saga Creation,14,20,1.428571429
22/02/2019,skelly,Saga Creation,16,17,1.0625
22/02/2019,mbarron,Account Managment,16,5,0.3125
22/02/2019,shardin,Automation,15,13,0.866666667
22/02/2019,kalvarado,Roadmap,17,42,2.470588235
22/02/2019,kvilla,Task Creation,16,27,1.6875
23/02/2019,shumphrey,Reporting,14,18,1.285714286
23/02/2019,nlane,Task Creation,16,20,1.25
23/02/2019,cstuart,Saga Creation,16,30,1.875
23/02/2019,trusso,Account Managment,14,15,1.071428571
24/02/2019,cpetersen,Roadmap,17,40,2.352941176
24/02/2019,nclarke,Automation,15,17,1.133333333
24/02/2019,lwheeler,Saga Creation,15,20,1.333333333
24/02/2019,chenson,Reporting,17,30,1.764705882
25/02/2019,lbuck,Task Creation,16,13,0.8125
25/02/2019,tduffy,Automation,17,9,0.529411765
25/02/2019,cvillarreal,Reporting,16,15,0.9375
25/02/2019,alara,Account Managment,14,19,1.357142857
25/02/2019,jnicholson,Saga Creation,16,21,1.3125
25/02/2019,evilla,Roadmap,15,53,3.533333333
26/02/2019,nblair,Automation,17,6,0.352941177
26/02/2019,dbenton,Account Managment,13,9,0.692307692
26/02/2019,kalvarado,Roadmap,13,49,3.769230769
27/02/2019,rrobles,Roadmap,14,57,4.071428571
27/02/2019,nblair,Saga Creation,13,30,2.307692308
27/02/2019,ahanna,Task Creation,14,25,1.785714286
27/02/2019,ncooke,Automation,14,14,1
27/02/2019,rrobles,Reporting,13,31,2.384615385
27/02/2019,ehodges,Account Managment,17,24,1.411764706
28/02/2019,mmayer,Account Managment,13,18,1.384615385
28/02/2019,greilly,Roadmap,13,54,4.153846154
28/02/2019,ewaller,Saga Creation,14,17,1.214285714
28/02/2019,chodge,Task Creation,16,19,1.1875
28/02/2019,shartman,Reporting,17,34,2
01/03/2019,gcarroll,Automation,14,9,0.642857143
01/03/2019,bcastaneda,Account Managment,17,20,1.176470588
01/03/2019,dbriggs,Roadmap,15,52,3.466666667
01/03/2019,kreese,Task Creation,17,18,1.058823529
01/03/2019,aosborn,Saga Creation,15,16,1.066666667
02/03/2019,cdudley,Account Managment,13,16,1.230769231
02/03/2019,kreese,Saga Creation,17,16,0.941176471
02/03/2019,aosborn,Automation,15,7,0.466666667
02/03/2019,trusso,Task Creation,15,18,1.2
02/03/2019,mmayer,Roadmap,17,57,3.352941176
03/03/2019,evilla,Automation,13,15,1.153846154
03/03/2019,nclarke,Account Managment,15,12,0.8
03/03/2019,gcarroll,Roadmap,15,41,2.733333333
03/03/2019,rrobles,Reporting,15,32,2.133333333
03/03/2019,rcalhoun,Saga Creation,16,27,1.6875
04/03/2019,rcalhoun,Reporting,14,34,2.428571429
04/03/2019,ecoleman,Task Creation,14,17,1.214285714
04/03/2019,tosborne,Roadmap,17,44,2.588235294
04/03/2019,chenson,Automation,13,3,0.230769231
04/03/2019,ncooke,Saga Creation,15,29,1.933333333
05/03/2019,cstuart,Task Creation,13,19,1.461538462
05/03/2019,lbuck,Automation,14,6,0.428571429
05/03/2019,sfox,Account Managment,13,20,1.538461538
05/03/2019,qwyatt,Roadmap,14,53,3.785714286
06/03/2019,fsexton,Automation,14,8,0.571428571
06/03/2019,ahanna,Task Creation,16,17,1.0625
06/03/2019,ipierce,Reporting,14,21,1.5
06/03/2019,shumphrey,Roadmap,13,47,3.615384615
06/03/2019,ewaller,Account Managment,17,22,1.294117647
07/03/2019,zhodges,Roadmap,16,50,3.125
07/03/2019,zmack,Saga Creation,14,30,2.142857143
07/03/2019,rrobles,Reporting,16,34,2.125
07/03/2019,jbarajas,Automation,16,13,0.8125
07/03/2019,ipierce,Task Creation,17,30,1.764705882
07/03/2019,swise,Account Managment,17,10,0.588235294
08/03/2019,rherman,Saga Creation,15,16,1.066666667
08/03/2019,bparker,Task Creation,13,30,2.307692308
08/03/2019,chodge,Reporting,13,28,2.153846154
08/03/2019,sshepard,Account Managment,13,23,1.769230769
08/03/2019,nphillips,Automation,15,13,0.866666667
08/03/2019,evega,Roadmap,15,54,3.6
09/03/2019,jhuang,Task Creation,13,20,1.538461538
09/03/2019,bhensley,Automation,16,8,0.5
09/03/2019,aosborn,Reporting,14,34,2.428571429
09/03/2019,dbenton,Roadmap,16,55,3.4375
10/03/2019,bcastaneda,Saga Creation,13,23,1.769230769
10/03/2019,sfox,Roadmap,16,51,3.1875
10/03/2019,kashley,Reporting,15,27,1.8
10/03/2019,bedwards,Task Creation,13,23,1.769230769
10/03/2019,chenson,Automation,13,7,0.538461539
11/03/2019,wharvey,Automation,15,12,0.8
11/03/2019,ofrye,Reporting,17,33,1.941176471
11/03/2019,zhodges,Task Creation,16,30,1.875
11/03/2019,lbuck,Account Managment,13,8,0.615384615
12/03/2019,prubio,Saga Creation,15,23,1.533333333
12/03/2019,alara,Reporting,14,23,1.642857143
12/03/2019,nphillips,Account Managment,16,21,1.3125
12/03/2019,aosborn,Task Creation,14,10,0.714285714
12/03/2019,dbell,Roadmap,13,54,4.153846154
13/03/2019,awoodward,Task Creation,13,15,1.153846154
13/03/2019,kdurham,Account Managment,15,24,1.6
13/03/2019,jhuang,Reporting,13,24,1.846153846
13/03/2019,rherman,Roadmap,17,56,3.294117647
13/03/2019,mkelley,Saga Creation,14,28,2
14/03/2019,rrobles,Reporting,15,21,1.4
14/03/2019,nclarke,Roadmap,14,51,3.642857143
14/03/2019,yfriedman,Saga Creation,15,28,1.866666667
14/03/2019,kvilla,Automation,13,1,0.076923077
14/03/2019,qwyatt,Task Creation,15,10,0.666666667
15/03/2019,alara,Task Creation,14,26,1.857142857
15/03/2019,rherman,Reporting,14,31,2.214285714
15/03/2019,soneill,Automation,14,4,0.285714286
15/03/2019,ggiles,Account Managment,17,14,0.823529412
16/03/2019,rcalhoun,Account Managment,13,16,1.230769231
16/03/2019,ehodges,Reporting,16,22,1.375
16/03/2019,edillon,Roadmap,14,48,3.428571429
16/03/2019,bwise,Automation,15,7,0.466666667
17/03/2019,jgreen,Roadmap,16,54,3.375
17/03/2019,eberry,Reporting,14,30,2.142857143
17/03/2019,kcarr,Automation,17,18,1.058823529
17/03/2019,ahanna,Saga Creation,14,23,1.642857143
17/03/2019,soneill,Account Managment,15,13,0.866666667
18/03/2019,bcastaneda,Task Creation,17,17,1
18/03/2019,oherman,Roadmap,17,40,2.352941176
18/03/2019,jgreen,Account Managment,13,12,0.923076923
18/03/2019,zmack,Saga Creation,16,22,1.375
18/03/2019,qwyatt,Automation,13,6,0.461538462
19/03/2019,tduffy,Reporting,16,28,1.75
19/03/2019,bwise,Roadmap,14,49,3.5
19/03/2019,ewaller,Account Managment,17,22,1.294117647
19/03/2019,greilly,Task Creation,15,29,1.933333333
19/03/2019,chenson,Saga Creation,16,35,2.1875
20/03/2019,kreese,Roadmap,15,48,3.2
20/03/2019,kwalter,Task Creation,17,29,1.705882353
20/03/2019,swise,Saga Creation,17,19,1.117647059
20/03/2019,ncooke,Automation,13,8,0.615384615
20/03/2019,mmayer,Account Managment,14,10,0.714285714
20/03/2019,ncooke,Reporting,15,19,1.266666667
21/03/2019,agardner,Reporting,15,20,1.333333333
21/03/2019,twright,Account Managment,16,22,1.375
21/03/2019,kdurham,Task Creation,13,14,1.076923077
21/03/2019,jhuang,Roadmap,17,56,3.294117647
21/03/2019,rcalhoun,Saga Creation,17,35,2.058823529
21/03/2019,shardin,Automation,14,18,1.285714286
22/03/2019,amurphy,Reporting,16,35,2.1875
22/03/2019,ggiles,Task Creation,16,26,1.625
22/03/2019,ehodges,Automation,14,7,0.5
22/03/2019,nblair,Roadmap,13,42,3.230769231
22/03/2019,ehodges,Account Managment,13,9,0.692307692
23/03/2019,hjames,Task Creation,14,14,1
23/03/2019,jbarajas,Automation,13,18,1.384615385
23/03/2019,swise,Account Managment,17,9,0.529411765
23/03/2019,rconway,Saga Creation,17,28,1.647058824
23/03/2019,afuentes,Roadmap,17,53,3.117647059
24/03/2019,nclarke,Account Managment,14,23,1.642857143
24/03/2019,mstephens,Reporting,17,19,1.117647059
24/03/2019,ahernandez,Saga Creation,17,15,0.882352941
24/03/2019,nphillips,Roadmap,14,58,4.142857143
24/03/2019,jbeasley,Automation,17,17,1
